item_id,item_type,group_id,value,section,location_kind,location,context,claim_ids,protected
S26.005.n06,number,1.2,+1.2,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n07,number,81.7,+81.7,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n08,number,1.2,+1.2,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n09,number,25.8,+25.8,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n10,number,15.1,+15.1,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n11,number,-1.0,-1.0,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n12,number,15.1,+15.1,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n13,number,-0.7,-0.7,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n14,number,16.9,+16.9,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n15,number,3.4,+3.4,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n16,number,3.4,+3.4,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n17,number,-3.9,-3.9,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n18,number,4.3,+4.3,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n19,number,2.1,+2.1,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n20,number,2.1,+2.1,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n21,number,8.9,+8.9,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n22,number,0.0,0.0,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.005.n23,number,0.0,0.0,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"Honoring the run as the unit of inference (Section 4.9), the magnitude-monitoring detectors show a positive median difference, but only two are signconsistent: CUSUM (per-run +4.2, +4.7, +4.3 h; median +4.3) and Hotelling T 2 (+1.0, +1.2, +81.7; median +1.2). 3σ (+25.8, +15.1, -1.0; median +15.1), Isolation Forest (-0.7, +16.9, +3.4; median +3.4) and EWMA (-3.9, +4.3, +2.1; median +2.1) each have one negative run, and Deep SVDD is positive in one run and tied in two (+8.9, 0.0, 0.0).",,
S26.006,sentence,,,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The three deep reconstruction models and the one-class SVM have negative medians (LSTM-AE, TCN and Transformer-AD each -0.4 h; one-class SVM -2.4 h), each with two negative runs and one positive; the deep models’ positive run is test 3 (+56.1, +9.0 and +68.8 h).",,
S26.006.n01,number,-0.4,-0.4,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The three deep reconstruction models and the one-class SVM have negative medians (LSTM-AE, TCN and Transformer-AD each -0.4 h; one-class SVM -2.4 h), each with two negative runs and one positive; the deep models’ positive run is test 3 (+56.1, +9.0 and +68.8 h).",,
S26.006.n02,number,-2.4,-2.4,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The three deep reconstruction models and the one-class SVM have negative medians (LSTM-AE, TCN and Transformer-AD each -0.4 h; one-class SVM -2.4 h), each with two negative runs and one positive; the deep models’ positive run is test 3 (+56.1, +9.0 and +68.8 h).",,
S26.006.n03,number,3,3,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The three deep reconstruction models and the one-class SVM have negative medians (LSTM-AE, TCN and Transformer-AD each -0.4 h; one-class SVM -2.4 h), each with two negative runs and one positive; the deep models’ positive run is test 3 (+56.1, +9.0 and +68.8 h).",,
S26.006.n04,number,56.1,+56.1,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The three deep reconstruction models and the one-class SVM have negative medians (LSTM-AE, TCN and Transformer-AD each -0.4 h; one-class SVM -2.4 h), each with two negative runs and one positive; the deep models’ positive run is test 3 (+56.1, +9.0 and +68.8 h).",,
S26.006.n05,number,9.0,+9.0,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The three deep reconstruction models and the one-class SVM have negative medians (LSTM-AE, TCN and Transformer-AD each -0.4 h; one-class SVM -2.4 h), each with two negative runs and one positive; the deep models’ positive run is test 3 (+56.1, +9.0 and +68.8 h).",,
S26.006.n06,number,68.8,+68.8,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The three deep reconstruction models and the one-class SVM have negative medians (LSTM-AE, TCN and Transformer-AD each -0.4 h; one-class SVM -2.4 h), each with two negative runs and one positive; the deep models’ positive run is test 3 (+56.1, +9.0 and +68.8 h).",,
S26.007,sentence,,,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,The RMS-trend baseline is mixed.,,
S26.008,sentence,,,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The direction is therefore a positive median for the chart/distance detectors, but not a consistent one—aggregation shortens the lead time of 3σ, EWMA and Isolation Forest on one run each—and with only n = 3 independent runs the exact sign test cannot fall below p = 0.25, a floor that only CUSUM and Hotelling T 2 reach (Section 4.9); nothing is statistically significant or survives Holm correction.",C036;C037;C039;C041;C042;C043;C074,
S26.008.n01,number,3,3,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The direction is therefore a positive median for the chart/distance detectors, but not a consistent one—aggregation shortens the lead time of 3σ, EWMA and Isolation Forest on one run each—and with only n = 3 independent runs the exact sign test cannot fall below p = 0.25, a floor that only CUSUM and Hotelling T 2 reach (Section 4.9); nothing is statistically significant or survives Holm correction.",,
S26.008.n02,number,0.25,0.25,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The direction is therefore a positive median for the chart/distance detectors, but not a consistent one—aggregation shortens the lead time of 3σ, EWMA and Isolation Forest on one run each—and with only n = 3 independent runs the exact sign test cannot fall below p = 0.25, a floor that only CUSUM and Hotelling T 2 reach (Section 4.9); nothing is statistically significant or survives Holm correction.",,
S26.009,sentence,,,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,We make no significance claim; the defensible reading is a null result with a positive median direction for the magnitude-monitoring detectors.,C041,
S26.010,sentence,,,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"The candidate mechanism is that bin-averaging acts as a low-pass filter suppressing single-window noise in the health statistic, so the alarm threshold is crossed earlier and held more persistently than under decimation.",C075,
S26.011,sentence,,,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,body,Aggregate vs Decimate on IMS: a Positive but Inconsistent Median Shift,"We test this smoothing hypothesis directly in Appendix D.1, and give the signal-theoretic reason it should hold for this class of health statistic in Section 7.3.",,
S27.001,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The aggregate-vs-decimate question is asked once per detector on each inferential dataset, so the family of hypotheses is the 11 × 4 = 44 detector × dataset tests over IMS, XJTUSY, FEMTO, and Ferrara (ONGC, n = 1, is excluded).",C014;C039,
S27.001.n01,number,11,11,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The aggregate-vs-decimate question is asked once per detector on each inferential dataset, so the family of hypotheses is the 11 × 4 = 44 detector × dataset tests over IMS, XJTUSY, FEMTO, and Ferrara (ONGC, n = 1, is excluded).",,
S27.001.n02,number,4,4,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The aggregate-vs-decimate question is asked once per detector on each inferential dataset, so the family of hypotheses is the 11 × 4 = 44 detector × dataset tests over IMS, XJTUSY, FEMTO, and Ferrara (ONGC, n = 1, is excluded).",,
S27.001.n03,number,44,44,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The aggregate-vs-decimate question is asked once per detector on each inferential dataset, so the family of hypotheses is the 11 × 4 = 44 detector × dataset tests over IMS, XJTUSY, FEMTO, and Ferrara (ONGC, n = 1, is excluded).",,
S27.001.n04,number,1,1,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The aggregate-vs-decimate question is asked once per detector on each inferential dataset, so the family of hypotheses is the 11 × 4 = 44 detector × dataset tests over IMS, XJTUSY, FEMTO, and Ferrara (ONGC, n = 1, is excluded).",,
S27.002,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The uncorrected family-wise error rate at α = 0.05 is 1 - (1 - 0.05)44 ≈ 0.90, which is exactly why a correction is required.",C039,
S27.002.n01,number,0.05,0.05,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The uncorrected family-wise error rate at α = 0.05 is 1 - (1 - 0.05)44 ≈ 0.90, which is exactly why a correction is required.",,
S27.002.n02,number,1,1,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The uncorrected family-wise error rate at α = 0.05 is 1 - (1 - 0.05)44 ≈ 0.90, which is exactly why a correction is required.",,
S27.002.n03,number,1,1,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The uncorrected family-wise error rate at α = 0.05 is 1 - (1 - 0.05)44 ≈ 0.90, which is exactly why a correction is required.",,
S27.002.n04,number,0.05,0.05,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The uncorrected family-wise error rate at α = 0.05 is 1 - (1 - 0.05)44 ≈ 0.90, which is exactly why a correction is required.",,
S27.002.n05,number,44,44,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The uncorrected family-wise error rate at α = 0.05 is 1 - (1 - 0.05)44 ≈ 0.90, which is exactly why a correction is required.",,
S27.002.n06,number,0.90,0.90,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The uncorrected family-wise error rate at α = 0.05 is 1 - (1 - 0.05)44 ≈ 0.90, which is exactly why a correction is required.",,
S27.003,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,We apply Holm-Bonferroni to the forty-four run-level signtest p-values (Table 8).,C039,
S27.004,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"No hypothesis survives (0 of 44): the smallest raw p-value is 0.125 (Transformer-AD on FEMTO), and after Holm correction across the N = 44 family its adjusted p is 1.00, still far above α.",C039;C043;C044,
S27.004.n01,number,0,0,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"No hypothesis survives (0 of 44): the smallest raw p-value is 0.125 (Transformer-AD on FEMTO), and after Holm correction across the N = 44 family its adjusted p is 1.00, still far above α.",,
S27.004.n02,number,44,44,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"No hypothesis survives (0 of 44): the smallest raw p-value is 0.125 (Transformer-AD on FEMTO), and after Holm correction across the N = 44 family its adjusted p is 1.00, still far above α.",,
S27.004.n03,number,0.125,0.125,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"No hypothesis survives (0 of 44): the smallest raw p-value is 0.125 (Transformer-AD on FEMTO), and after Holm correction across the N = 44 family its adjusted p is 1.00, still far above α.",,
S27.004.n04,number,44,44,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"No hypothesis survives (0 of 44): the smallest raw p-value is 0.125 (Transformer-AD on FEMTO), and after Holm correction across the N = 44 family its adjusted p is 1.00, still far above α.",,
S27.004.n05,number,1.00,1.00,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"No hypothesis survives (0 of 44): the smallest raw p-value is 0.125 (Transformer-AD on FEMTO), and after Holm correction across the N = 44 family its adjusted p is 1.00, still far above α.",,
S27.005,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,Every one of the fortyfour adjusted p-values is 1.00.,C043,
S27.005.n01,number,1.00,1.00,Multiple-Comparison Correction,body,Multiple-Comparison Correction,Every one of the fortyfour adjusted p-values is 1.00.,,
S27.006,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The conclusion is unambiguous and conservative: after honoring the run structure and correcting for multiple comparisons, there is no statistically significant aggregate-vs-decimate effect on any dataset.",,
S27.007,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The positive IMS median shift remains a reportable trend; it is simply not, and cannot be at n = 3, a significant one.",,
S27.007.n01,number,3,3,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"The positive IMS median shift remains a reportable trend; it is simply not, and cannot be at n = 3, a significant one.",,
S27.008,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"We note that the family is heterogeneous in power: the three deep sequence models contribute n = 3 XJTU tests rather than n = 10 (marked ‡ in Table 8), and those three cells rest on the longest-lived—hence most warnable—bearings.",C077;C083,
S27.008.n01,number,3,3,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"We note that the family is heterogeneous in power: the three deep sequence models contribute n = 3 XJTU tests rather than n = 10 (marked ‡ in Table 8), and those three cells rest on the longest-lived—hence most warnable—bearings.",,
S27.008.n02,number,10,10,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"We note that the family is heterogeneous in power: the three deep sequence models contribute n = 3 XJTU tests rather than n = 10 (marked ‡ in Table 8), and those three cells rest on the longest-lived—hence most warnable—bearings.",,
S27.009,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Because every uncorrected p in the family already exceeds 0.1, this heterogeneity does not change any rejection decision; we flag it so the N = 44 count is not read as forty-four equallypowered tests.",C039;C077;C083,
S27.009.n01,number,0.1,0.1,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Because every uncorrected p in the family already exceeds 0.1, this heterogeneity does not change any rejection decision; we flag it so the N = 44 count is not read as forty-four equallypowered tests.",,
S27.009.n02,number,44,44,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Because every uncorrected p in the family already exceeds 0.1, this heterogeneity does not change any rejection decision; we flag it so the N = 44 count is not read as forty-four equallypowered tests.",,
S27.010,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Table 9 breaks the XJTU result down by bearing at full resolution (aggregate mechanism, valid alarms counted over the five detectors).",,
S27.011,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"We report the mean lead over the valid detectors as the realistic singledeployed-detector expectation, alongside the oracle “best lead” (the maximum over five, which presumes foreknowledge of which detector fires earliest); the two differ only where detectors disagree (e.g.",,
S27.012,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,Bearing2_2: 1.00 h mean vs. 1.08 h oracle).,,
S27.012.n01,number,1.00,1.00,Multiple-Comparison Correction,body,Multiple-Comparison Correction,Bearing2_2: 1.00 h mean vs. 1.08 h oracle).,,
S27.012.n02,number,1.08,1.08,Multiple-Comparison Correction,body,Multiple-Comparison Correction,Bearing2_2: 1.00 h mean vs. 1.08 h oracle).,,
S27.013,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,The aggregate 209/450 valid-alarm figure quoted above is not uniform: it is the sum of a strongly heterogeneous per-bearing picture.,C077,
S27.013.n01,number,209/450,209/450,Multiple-Comparison Correction,body,Multiple-Comparison Correction,The aggregate 209/450 valid-alarm figure quoted above is not uniform: it is the sum of a strongly heterogeneous per-bearing picture.,,
S27.014,sentence,,,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Long-degrading bearings such as Bearing2_3 (533 min life) and Bearing1_3 (158 min) are warnable with multi-hour or near-hour lead, whereas the two shortest-lived, abrupt-failure bearings—Bearing2_4 (42 min) and Bearing1_1 (123 min with a sudden end)— yield zero valid alarms for any detector (2/10 bearings are thus unwarnable by every method), because their degradation onset and failure are nearly coincident and no method can manufacture warning time that the physics does not provide.",C064;C079,
S27.014.n01,number,533,533,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Long-degrading bearings such as Bearing2_3 (533 min life) and Bearing1_3 (158 min) are warnable with multi-hour or near-hour lead, whereas the two shortest-lived, abrupt-failure bearings—Bearing2_4 (42 min) and Bearing1_1 (123 min with a sudden end)— yield zero valid alarms for any detector (2/10 bearings are thus unwarnable by every method), because their degradation onset and failure are nearly coincident and no method can manufacture warning time that the physics does not provide.",,
S27.014.n02,number,158,158,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Long-degrading bearings such as Bearing2_3 (533 min life) and Bearing1_3 (158 min) are warnable with multi-hour or near-hour lead, whereas the two shortest-lived, abrupt-failure bearings—Bearing2_4 (42 min) and Bearing1_1 (123 min with a sudden end)— yield zero valid alarms for any detector (2/10 bearings are thus unwarnable by every method), because their degradation onset and failure are nearly coincident and no method can manufacture warning time that the physics does not provide.",,
S27.014.n03,number,42,42,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Long-degrading bearings such as Bearing2_3 (533 min life) and Bearing1_3 (158 min) are warnable with multi-hour or near-hour lead, whereas the two shortest-lived, abrupt-failure bearings—Bearing2_4 (42 min) and Bearing1_1 (123 min with a sudden end)— yield zero valid alarms for any detector (2/10 bearings are thus unwarnable by every method), because their degradation onset and failure are nearly coincident and no method can manufacture warning time that the physics does not provide.",,
S27.014.n04,number,123,123,Multiple-Comparison Correction,body,Multiple-Comparison Correction,"Long-degrading bearings such as Bearing2_3 (533 min life) and Bearing1_3 (158 min) are warnable with multi-hour or near-hour lead, whereas the two shortest-lived, abrupt-failure bearings—Bearing2_4 (42 min) and Bearing1_1 (123 min with a sudden end)— yield zero valid alarms for any detector (2/10 bearings are thus unwarnable by every method), because their degradation onset and failure are nearly coincident and no method can manufacture warning time that the physics does not provide.",,
