item_id,item_type,group_id,value,section,location_kind,location,context,claim_ids,protected
S30.008.n05,number,176.9,176.9,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n06,number,174.7,174.7,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n07,number,89.1,89.1,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n08,number,10%,10%,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n09,number,0,0,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n10,number,61,61,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n11,number,100%,100%,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n12,number,77.0,77.0,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n13,number,56.3,56.3,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n14,number,8.9%,8.9%,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n15,number,65.0,65.0,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n16,number,0,0,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.008.n17,number,14.8,14.8,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"The seven detectors PH ranks highest—LSTM-AE 199.6 h, TCN-AE 185.4 h, Transformer-AD 184.0 h, the one-class SVM 180.2 h, Hotelling T 2 176.9 h, Isolation Forest 174.7 h and EWMA 89.1 h—have no valid operating point under a 10% falsealarm budget, so their gated lead is L = 0; the deep models alarm through 61-100% of every pre-onset region. 3σ, which PH ranks only eighth (77.0 h raw), is the one that clears the budget (56.3 h of lead at 8.9% pre-onset FAR) and the correct recommendation; CUSUM (65.0 h, PH’s ninth) also scores L = 0, and Deep SVDD, ranked last by PH, rises to a valid 14.8 h.",,
S30.009,sentence,,,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"Any warning-time metric that does not gate on FARpre can be driven to its maximum by loosening the alarm threshold, in the limit to the constant-on detector; ours closes this by construction and PH does not.",C004;C056,
S30.010,sentence,,,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"On IMS this changes the recommended detector from the ones PH ranks first by raw lead to 3σ, the only classical chart with a valid operating point at a 10% budget: PH rewards precisely the detectors a false-alarm-budgeted operator must avoid. 6.12.",C056,
S30.010.n01,number,10%,10%,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"On IMS this changes the recommended detector from the ones PH ranks first by raw lead to 3σ, the only classical chart with a valid operating point at a 10% budget: PH rewards precisely the detectors a false-alarm-budgeted operator must avoid. 6.12.",,
S30.010.n02,number,6.12,6.12,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,"On IMS this changes the recommended detector from the ones PH ranks first by raw lead to 3σ, the only classical chart with a valid operating point at a 10% budget: PH rewards precisely the detectors a false-alarm-budgeted operator must avoid. 6.12.",,
S30.011,sentence,,,Comparison with the Saxena Prognostic Horizon,body,Comparison with the Saxena Prognostic Horizon,Minimum Training Data for Deep Anomaly,,
S31.001,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,How much normal run-in history must a new asset collect before a deep model can be trusted over a simple control chart?,,
S31.002,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"We sweep the training fraction T ∈ {0.20, . . . , 0.60} on FEMTO, the one dataset where all six bearings are long enough for every detector, including the seq-len-30 deep models (calibration fixed at 0.10, test = 1 - T - 0.10, no per-T retuning).",,
S31.002.n01,number,0.20,0.20,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"We sweep the training fraction T ∈ {0.20, . . . , 0.60} on FEMTO, the one dataset where all six bearings are long enough for every detector, including the seq-len-30 deep models (calibration fixed at 0.10, test = 1 - T - 0.10, no per-T retuning).",,
S31.002.n02,number,0.60,0.60,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"We sweep the training fraction T ∈ {0.20, . . . , 0.60} on FEMTO, the one dataset where all six bearings are long enough for every detector, including the seq-len-30 deep models (calibration fixed at 0.10, test = 1 - T - 0.10, no per-T retuning).",,
S31.002.n03,number,30,30,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"We sweep the training fraction T ∈ {0.20, . . . , 0.60} on FEMTO, the one dataset where all six bearings are long enough for every detector, including the seq-len-30 deep models (calibration fixed at 0.10, test = 1 - T - 0.10, no per-T retuning).",,
S31.002.n04,number,0.10,0.10,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"We sweep the training fraction T ∈ {0.20, . . . , 0.60} on FEMTO, the one dataset where all six bearings are long enough for every detector, including the seq-len-30 deep models (calibration fixed at 0.10, test = 1 - T - 0.10, no per-T retuning).",,
S31.002.n05,number,1,1,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"We sweep the training fraction T ∈ {0.20, . . . , 0.60} on FEMTO, the one dataset where all six bearings are long enough for every detector, including the seq-len-30 deep models (calibration fixed at 0.10, test = 1 - T - 0.10, no per-T retuning).",,
S31.002.n06,number,0.10,0.10,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"We sweep the training fraction T ∈ {0.20, . . . , 0.60} on FEMTO, the one dataset where all six bearings are long enough for every detector, including the seq-len-30 deep models (calibration fixed at 0.10, test = 1 - T - 0.10, no per-T retuning).",,
S31.003,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"At T = 0.20 the shortest bearing (Bearing3_1) forms only 20 training windows, fewer than the 30 a sequence requires, so LSTM-AE, TCN-AE and Transformer-AD are explicit N/A there (Section 4.5); these are the only three N/A cells, the other 297 of the 300 (detector, bearing, T ) cells being genuine evaluations.",C030;C103,
S31.003.n01,number,0.20,0.20,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"At T = 0.20 the shortest bearing (Bearing3_1) forms only 20 training windows, fewer than the 30 a sequence requires, so LSTM-AE, TCN-AE and Transformer-AD are explicit N/A there (Section 4.5); these are the only three N/A cells, the other 297 of the 300 (detector, bearing, T ) cells being genuine evaluations.",,
S31.003.n02,number,20,20,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"At T = 0.20 the shortest bearing (Bearing3_1) forms only 20 training windows, fewer than the 30 a sequence requires, so LSTM-AE, TCN-AE and Transformer-AD are explicit N/A there (Section 4.5); these are the only three N/A cells, the other 297 of the 300 (detector, bearing, T ) cells being genuine evaluations.",,
S31.003.n03,number,30,30,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"At T = 0.20 the shortest bearing (Bearing3_1) forms only 20 training windows, fewer than the 30 a sequence requires, so LSTM-AE, TCN-AE and Transformer-AD are explicit N/A there (Section 4.5); these are the only three N/A cells, the other 297 of the 300 (detector, bearing, T ) cells being genuine evaluations.",,
S31.003.n04,number,297,297,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"At T = 0.20 the shortest bearing (Bearing3_1) forms only 20 training windows, fewer than the 30 a sequence requires, so LSTM-AE, TCN-AE and Transformer-AD are explicit N/A there (Section 4.5); these are the only three N/A cells, the other 297 of the 300 (detector, bearing, T ) cells being genuine evaluations.",,
S31.003.n05,number,300,300,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"At T = 0.20 the shortest bearing (Bearing3_1) forms only 20 training windows, fewer than the 30 a sequence requires, so LSTM-AE, TCN-AE and Transformer-AD are explicit N/A there (Section 4.5); these are the only three N/A cells, the other 297 of the 300 (detector, bearing, T ) cells being genuine evaluations.",,
S31.004,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Valid-alarm fractions use the full n = 6 with an N/A counted as no valid alarm, the conservative choice; the released sweep records the N/A count separately.",,
S31.004.n01,number,6,6,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Valid-alarm fractions use the full n = 6 with an N/A counted as no valid alarm, the conservative choice; the released sweep records the N/A count separately.",,
S31.005,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,There is no crossover (Figure 6).,C051,
S31.006,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",C104,
S31.006.n01,number,1.00,1.00,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n02,number,0.667,0.667,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n03,number,0.500,0.500,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n04,number,0.833,0.833,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n05,number,0.30,0.30,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n06,number,0.667,0.667,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n07,number,0.40,0.40,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n08,number,0.500,0.500,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n09,number,0.667,0.667,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n10,number,0.500,0.500,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n11,number,0.667,0.667,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.006.n12,number,0.50,0.50,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The four SPC charts are at or near their best at the smallest training fraction—3σ at 1.00, EWMA and Hotelling T 2 at 0.667, CUSUM at 0.500—and more commissioning data does not improve them: 3σ falls to 0.833 at T = 0.30 and 0.667 from T = 0.40 on, Hotelling T 2 falls to 0.500, EWMA is flat at 0.667, and CUSUM is flat at 0.500 apart from a one-bearing rise to 0.667 at T = 0.50.",,
S31.007,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Isolation Forest starts and ends at 0.667 but dips to 0.167 at T = 0.30; only the naive RMS-trend baseline rises with T , from a far lower base (0.000 to 0.500).",,
S31.007.n01,number,0.667,0.667,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Isolation Forest starts and ends at 0.667 but dips to 0.167 at T = 0.30; only the naive RMS-trend baseline rises with T , from a far lower base (0.000 to 0.500).",,
S31.007.n02,number,0.167,0.167,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Isolation Forest starts and ends at 0.667 but dips to 0.167 at T = 0.30; only the naive RMS-trend baseline rises with T , from a far lower base (0.000 to 0.500).",,
S31.007.n03,number,0.30,0.30,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Isolation Forest starts and ends at 0.667 but dips to 0.167 at T = 0.30; only the naive RMS-trend baseline rises with T , from a far lower base (0.000 to 0.500).",,
S31.007.n04,number,0.000,0.000,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Isolation Forest starts and ends at 0.667 but dips to 0.167 at T = 0.30; only the naive RMS-trend baseline rises with T , from a far lower base (0.000 to 0.500).",,
S31.007.n05,number,0.500,0.500,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Isolation Forest starts and ends at 0.667 but dips to 0.167 at T = 0.30; only the naive RMS-trend baseline rises with T , from a far lower base (0.000 to 0.500).",,
S31.008,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"This is a consequence of the design, not reverse data-hunger: the test fraction 1 - T -0.10 shrinks as T grows, so on bearings this short a betterestimated baseline comes with a shorter window in which to use it.",C104,
S31.008.n01,number,1,1,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"This is a consequence of the design, not reverse data-hunger: the test fraction 1 - T -0.10 shrinks as T grows, so on bearings this short a betterestimated baseline comes with a shorter window in which to use it.",,
S31.008.n02,number,-0.10,-0.10,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"This is a consequence of the design, not reverse data-hunger: the test fraction 1 - T -0.10 shrinks as T grows, so on bearings this short a betterestimated baseline comes with a shorter window in which to use it.",,
S31.009,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The three deep reconstruction models sit far below the charts at every training fraction (LSTM-AE and TransformerAD 0.000-0.333, TCN-AE 0.000-0.167) and do not close the gap.",C105,
S31.009.n01,number,0.000,0.000,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The three deep reconstruction models sit far below the charts at every training fraction (LSTM-AE and TransformerAD 0.000-0.333, TCN-AE 0.000-0.167) and do not close the gap.",,
S31.009.n02,number,0.333,0.333,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The three deep reconstruction models sit far below the charts at every training fraction (LSTM-AE and TransformerAD 0.000-0.333, TCN-AE 0.000-0.167) and do not close the gap.",,
S31.009.n03,number,0.000,0.000,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The three deep reconstruction models sit far below the charts at every training fraction (LSTM-AE and TransformerAD 0.000-0.333, TCN-AE 0.000-0.167) and do not close the gap.",,
S31.009.n04,number,0.167,0.167,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"The three deep reconstruction models sit far below the charts at every training fraction (LSTM-AE and TransformerAD 0.000-0.333, TCN-AE 0.000-0.167) and do not close the gap.",,
S31.010,sentence,,,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Deep SVDD has no valid alarm below T = 0.60 and 0.167, one bearing, at T = 0.60, the shortest test window: as on IMS test 1 it fires very late, because its threshold requires substantial encoder-distance growth from the trained center, so on these 1.4-7.8 h bearings its first alarm arrives at or after failure on all six bearings below T = 0.60 and on five of the six at T = 0.60.",C019;C106,
S31.010.n01,number,0.60,0.60,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Deep SVDD has no valid alarm below T = 0.60 and 0.167, one bearing, at T = 0.60, the shortest test window: as on IMS test 1 it fires very late, because its threshold requires substantial encoder-distance growth from the trained center, so on these 1.4-7.8 h bearings its first alarm arrives at or after failure on all six bearings below T = 0.60 and on five of the six at T = 0.60.",,
S31.010.n02,number,0.167,0.167,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Deep SVDD has no valid alarm below T = 0.60 and 0.167, one bearing, at T = 0.60, the shortest test window: as on IMS test 1 it fires very late, because its threshold requires substantial encoder-distance growth from the trained center, so on these 1.4-7.8 h bearings its first alarm arrives at or after failure on all six bearings below T = 0.60 and on five of the six at T = 0.60.",,
S31.010.n03,number,0.60,0.60,Minimum Training Data for Deep Anomaly Detectors,body,Minimum Training Data for Deep Anomaly Detectors,"Deep SVDD has no valid alarm below T = 0.60 and 0.167, one bearing, at T = 0.60, the shortest test window: as on IMS test 1 it fires very late, because its threshold requires substantial encoder-distance growth from the trained center, so on these 1.4-7.8 h bearings its first alarm arrives at or after failure on all six bearings below T = 0.60 and on five of the six at T = 0.60.",,
